# XHUP Flow optimizer v2 FIXED_FIRST word shortcuts.
# Source universe: data/words/wanxiang_base_words.tsv
# operating point: rk-steep|a0.25|d0.5|x1|e-conversation
# parameters: rank_curve/ambiguity/disruption/xhup_deviation/evidence = rk-steep|a0.25|d0.5|x1|e-conversation
# generated: 2026-09-08 by export-v2-canonical (deterministic; do not hand-edit)
# input dump sha256: a451bce1187efba0edbd7d3d02bc17331fb3da9dc903625e57c3dc310b6c60ea
# selected mapping sha256: a8ab5f6deae91f28e02f790153cfba9ab493605ee9e84aad0abea5a660012cdc
苛刻	keke	kek	FI
课前	keqm	keq	FI
咳嗽	kesz	kes	FI
客体	keti	ket	FI
科学	kext	kex	FI
刻意	keyi	key	FI
抗癌	khai	kha	FI
抗衡	khhg	khh	FI
抗拒	khju	khj	FI
抗体	khti	kht	FI
抗议	khyi	khy	FI
看菜	kjcd	kjc	FI
款金额	krjbee	kje	III
看穿	kjir	kji	FI
看齐	kjqi	kjq	FI
快餐	kkcj	kkc	FI
快去	kkqu	kkq	FI
快要	kkyc	kky	FI
矿工	klgs	klg	FI
克里斯	kelisi	kls	III
矿业	klye	kly	FI
空头	kstz	kst	FI
可算是	kesrui	ksu	III
空中	ksvs	ksv	FI
苦逼	kubi	kub	FI
哭的	kude	kud	FI
抗生素	khugsu	kus	III
考试时	kcuiui	kuu	III
开始写	kduixp	kux	III
亏本	kvbf	kvb	FI
匮乏	kvfa	kvf	FI
控制好	ksvihc	kvh	III
愧疚	kvjq	kvj	FI
控制着	ksvive	kvv	III
馈赠	kvzg	kvz	FI
可谓是	kewwui	kwu	III
可以换	keyihr	kyh	III
可以将	keyijl	kyj	III
可以买	keyimd	kym	III
可以拿	keyina	kyn	III
可以碰	keyipg	kyp	III
可以说	keyiuo	kyu	III
看一下	kjyixx	kyx	III
可以与	keyiyu	kyy	III
口感	kzgj	kzg	FI
口中	kzvs	kzv	FI
喇叭	laba	lab	FI
拉格	lage	lag	FI
辣鸡	laji	laj	FI
莱昂纳	ldahna	lan	III
拉伸	lauf	lau	FI
老阿姨	lcaayi	lay	III
拉在	lazd	laz	FI
两部分	llbuff	lbf	III
